646:546,1995,1913,20467,500,56260,17,58,654,302
666:10981,1337,18920,35817,30490,39399,6951,16968,25184,17908
667:364,1086,211,1140,94,162,353,2200,15,616
669:10493,518,14435,1803,17,2337,4394,564,721,736
678:861,787,84,17,58,1102,1424,302,654,8
680:58,1511,101,289,554,29,138,2831,483,211
681:16036,441,1744,9417,245,827,1340,4421,14955,710
682:1528,16305,7711,23294,9783,12240,14754,6755,1790,13194
683:112536,69187,71448,45128,97127,10369,258,25771,9681,8769
684:2103,7180,574,168,877,984,7994,8860,5480,16381
715:12861,4671,2543,8392,9435,11855,14375,311,10722,8867
716:32,2030,58,302,616,654,542,564,861,17
741:984,8860,168,760,4792,8733,10778,1400,2153,2370
750:32,1578,322,194,354,138,162,4967,61,211
754:17,58,554,32,289,101,787,1140,999,690
756:101,289,554,66,510,1535,1476,616,15,999
757:17,302,616,58,8,518,654,29,76,564
758:32,162,736,1140,17,616,302,15,58,356
763:29,84,554,101,289,1140,1476,1762,17,15
773:17,6,508,650,101,654,236,302,486,616
774:32,302,554,508,518,103,289,787,94,245
775:58,15,1511,554,101,194,1804,1126,1424,692
782:131,61,508,94,654,1065,1825,1023,179,518
784:508,94,302,101,1023,354,356,1126,3233,4967
793:101,8,29,238,289,554,66,449,692,4174
803:1119,6450,496,138,3389,17,891,245,4420,354
813:554,1023,101,1804,289,61,17,179,449,616
815:138,354,861,1344,66,1578,3429,15,61,542
817:1102,29,58,239,495,1476,1762,486,616,94
818:11255,984,574,7711,5480,7235,1326,2460,15624,135
823:1744,1382,94,1023,1126,7006,245,15,17,518
825:94,508,654,103,5117,1102,1126,29,1382,179
833:402,58,302,508,194,861,1578,66,162,211
835:356,58,101,1804,86,245,4181,490,542,616
838:8066,862,8392,12861,219,8427,9189,2543,4625,4671
844:29,94,861,449,58,1424,76,354,8,15
850:17,866,354,76,546,84,302,654,9482,70
856:999,103,495,301,633,692,2831,45,1549,1550
857:302,101,289,861,486,554,1023,356,530,1424
874:787,4967,302,508,58,119,1382,559,736,356
891:17,302,361,58,654,76,650,236,239,518
899:94,654,1023,354,1410,15,17,1126,138,1382
900:398,2447,24211,4126,8209,3180,3829,16155,17,3634
911:58,76,302,542,616,1023,518,654,1196,15
918:15,94,1023,1126,327,4697,17,361,901,7006
925:302,58,17,616,654,370,8,564,29,76
926:302,162,495,103,861,1140,194,1023,508,1550
937:518,496,2200,245,616,1119,3163,61,542,1405
949:
964:2403,3207,970,5117,65,5699,363,14960,947,4268
970:14636,2656,9093,4300,8,36227,39096,4613,84,50946
977:17,554,356,1023,1220,354,2172,449,1804,29
981:508,14955,1002,4513,1340,245,94,1382,1875,2715
982:17,1119,496,875,2162,84,245,354,70,518
984:486,84,1578,29,449,692,616,999,1549,4268
992:8,61,245,542,508,15,17,65,363,564
993:29,616,654,58,518,76,564,1102,84,354
998:61,94,1535,302,999,29,17,495,616,45
1000:58,17,356,101,94,194,402,554,902,1102
1007:29,554,289,32,1140,101,508,194,530,495
1027:9874,2103,168,16305,1740,3211,1147,25393,9295,9417
1028:17,302,15,58,61,542,616,32,518,1403
1044:84,17,58,302,616,8,62,787,654,101
1045:58,518,289,101,861,94,508,1140,194,1804
1049:76,2139,8,15,61,245,500,40,81,302
1068:441,17,1002,76,710,182,224,225,245,354
1069:554,861,101,301,1140,1119,29,1804,449,194
1070:58,518,76,902,999,1023,394,6,1476,1126
1082:32,101,394,483,1023,1424,114,495,138,301
1083:363,13829,518,8,394,21899,654,4757,17,71491
1088:61,564,245,3233,1987,563,1208,4919,17,542
1094:61,58,32,508,29,999,1023,2200,496,554
1116:736,1023,901,616,58,8,61,70,302,29
1121:17,654,1578,29,61,84,101,289,568,616
1125:61,94,58,999,5117,131,138,2166,358,1086
1127:58,101,289,1023,1382,1126,3313,4833,714,17
1132:861,2200,17,15,564,787,654,542,650,1152
1133:32,508,554,101,1023,861,1578,381,1549,483
1140:58,302,616,787,289,29,4181,101,490,1624
1141:787,4671,14259,17,48244,311,103,327,1119,9594
1148:1023,17,901,302,70,508,76,654,736,1126
1153:58,238,1102,15,654,554,289,1231,1804,495
1163:
1166:5117,94,353,4422,508,1382,2115,1065,1287,3093
1172:58,302,289,518,101,356,94,1804,999,4904
1192:58,302,402,94,101,554,29,1804,1102,17
1204:302,29,61,654,17,15,616,94,1180,58
1208:17,162,58,194,616,15,654,245,29,61
1209:94,2140,302,17,76,114,1382,3789,564,899
1234:574,1400,9874,2103,8860,1147,2153,2632,3211,72
1236:1987,17,84,5651,15,32,58,61,302,356
1245:1187,496,873,131,363,302,891,8,84,245
1263:58,302,861,32,103,289,194,1140,1804,4025
1267:58,554,101,1804,2172,4181,73,483,490,616
1269:3107,4755,2880,1352,11725,7859,23191,5624,6434,4568
1288:1017,17,2200,518,2609,654,31508,10,15,32
1295:616,861,554,32,101,1424,1140,402,1804,76
1296:29,861,17,449,654,1476,58,650,1462,542
1302:17,162,554,101,1804,94,1578,1140,194,289
1305:17,84,787,239,861,302,8,58,15,1762
1342:17,84,302,518,616,654,1102,15,29,103
1382:654,2200,84,1009,571,873,1412,3730,17,327
1389:75115,61636,4245,71313,40853,71576,1305,6635,518,30727
1391:26376,8,238,302,6,17,32,564,616,674
1397:81,1749,140,986,17071,226,4021,2967,2379,8283
1402:302,616,84,239,1424,1832,58,554,650,1102
1405:4697,24722,96890,92558
1407:17,302,58,542,616,84,518,654,1023,8
1408:17,518,302,616,654,245,564,61,542,354
1409:101,508,554,616,356,495,1804,692,999,8
1412:17,302,654,58,8,70,301,5581,76,84
1413:15,861,101,508,999,285,162,289,394,1086
1418:554,94,289,1804,3233,495,861,654,61,1382
1419:4755,6434,11725,23191,3172,4568,7831,7880,1712,4825
1420:302,29,508,692,518,495,496,616,654,1119
1427:17,94,301,554,1140,1804,2166,211,1624,29
1430:490,542,654,17,58,24893,1196,1424,4181,15
1431:58,32,554,1023,162,530,542,616,495,654
1435:302,616,58,94,402,999,101,508,289,354
1437:542,1535,58,302,698,4919,616,81,654,787
1441:6559,3307,67843,245,2548,6745,2715,840,8,17
1447:4967,736,94,1126,1382,3233,559,834,1109,5117
1448:245,3233,8,81,330,431,472,542,787,1065
1457:17,616,1764,15,58,302,542,650,654,61
1458:15,17,402,999,58,508,302,496,736,1023
1469:58,302,289,101,690,1476,1804,66,394,3429
1477:94,508,4697,17,245,327,483,559,571,654
1486:168,719,45287,984,19712,801,5480,5557,76,14748
1490:17,546,302,834,1023,58,518,616,654,6793
1491:302,616,239,654,542,58,61,495,518,861
1500:15,58,787,354,356,861,1023,1050,194,554
1503:58,508,554,101,289,999,5575,239,495,1762
1517:95331,111233,80218,27097,74316,13313,52651,7684,27142,11783
1518:542,931,1405,1023,8,15,17,402,65,518
1535:302,58,236,654,289,101,554,999,1140,114
1551:616,518,554,1140,1023,162,449,1804,114,1424
1552:29723,19245,10906,1402,15294,89980,17,29,70,8892
1553:58,101,554,289,17,542,2172,483,4181,654
1559:302,1140,554,289,29,1804,101,194,239,495
1560:518,94,1511,58,5117,508,1023,2200,4967,1410
1561:17,1511,616,58,508,94,245,101,211,1509
1562:29,32,101,15,289,554,564,787,1102,508
1569:986,81,70,226,698,2967,84,302,500,931
1570:58,17,616,518,654,6,101,17123,1231,8
1588:17,245,15,32,224,262,542,901,1119,1187
1589:508,94,1023,1405,1535,15,518,616,654,1126
1591:69776,62108
1601:564,3429,17,616,32,508,15,58,101,302
1602:518,402,999,32,131,496,472,508,1382,1023
1629:518,61,5117,2024,4967,15,17,616,902,1196
1634:40,76,8337,4147,10783,39464,113297,2717,2901,15180
1642:58,94,302,554,289,508,101,301,356,861
1653:58,101,302,999,94,736,554,1476,17,29
1654:94,518,554,101,486,114,356,1023,999,4967
1655:245,999,1023,29,162,289,495,70,901,194
1668:554,289,94,1804,29,2200,1023,4181,101,354
1681:518,32,1023,138,402,29,103,17,999,1476
1703:1050,32,1119,5117,302,2200,4420,4833,29,472
1721:4967,58,15,17,245,302,654,2115,4697,61
1727:787,17,58,650,616,654,15,29,32,84
1728:302,58,239,1476,616,84,495,61,1102,837
1745:245,17,61,8,32,131,327,518,564,4268
1746:17,1624,58,616,1196,61,302,1471,486,518
1751:32,402,1023,4697,891,1126,2115,4967,8,84
1756:999,1102,1762,8,563,2076,493,1733,58,542
1758:402,1140,394,17,542,194,1196,302,518,2185
1761:25716,226,698,1126,2139,2200,508,6379,65,76
1767:32,1187,518,616,94,891,4025,84,245,472
1779:86913,93097,1674,56748,103533,65741,67185,37843,93631,8635
1780:88524,13960,9354,10246,64,72271,48208,32351,68717,140
1783:17,1424,861,354,58,483,8,66,690,1475
1787:616,32,101,289,103,356,554,194,3730,29
1788:1790,508,3309,140,731,262,780,17,2616,1888
1794:245,402,2030,508,15,490,564,211,17,616
1796:32,861,363,29,692,999,1578,1804,66,103
1803:32,94,508,616,654,17,302,58,394,15
1820:10041,1352,931,23191,2880,378,10687,5450,6601,7880
1821:61,5117,84,518,1009,8398,1102,1405,1752,4422
1822:32,616,402,861,1140,354,162,302,138,654
1823:17,84,554,787,289,1023,1140,999,1535,1832
1840:61,94,508,402,66,162,999,194,495,1578
1841:8860,2103,5480,3709,7994,984,7404,25393,2632,4394
1842:58,114,554,17,616,73,1804,302,542,530
1850:17,302,58,29,654,84,616,8,354,363
1853:302,546,29,2030,58,654,17,32,542,616
1854:654,32,302,94,508,861,301,356,1140,194
1862:15,32,302,508,554,402,999,495,1102,1126
1880:875,1023,17,1119,496,4187,4420,84,901,354
1883:32,58,94,302,787,101,29,1102,2200,1126
1890:238,654,14750,650,8197,302,8861,3448,4203,7795
1891:17,302,58,654,29,616,15,162,486,650
1893:654,356,45,999,1023,490,1549,2185,353,3313
1894:32,94,508,1023,138,327,616,29,4904,495
1911:29727,10104,88066,12294,75795,96279,98329,81947,71720,120884
1912:138,302,518,616,17,654,803,101,289,650
1913:616,17,58,302,518,542,861,564,654,8
1930:7160,2548,197,33763,5111,5627,24752,27094,8069,63563
1932:5097,3568,890,17,4743,76,564,2139,866,10254
1950:32,508,554,861,495,999,690,901,1140,356
1951:2121,1360,17,542,564,616,654,1287,15,32
1952:17,554,162,101,289,449,1476,194,1804,30
2005:554,103,402,1535,1804,518,690,245,101,285
2017:58208,47586,101380,13894,44039,23213,11246,107733,123006
2025:236,17,10075,776,8861,6766,238,302,364,564
2030:518,32,162,731,1140,1200,15,17,94,138
2034:4249,1352,4755,119,5395,6186,76,189,947,2904
2038:17,58,302,616,654,542,8881,285,15,84
2046:17,10492,9289,13889,6503,27296,7021,17567,91537,3672
2058:12597,12495,17944,25649,8794,52829,65161,55235,1410,3
2068:402,2200,94,508,559,58,472,656,2233,289
2070:508,94,1382,13580,84,2076,902,616,15,245
2071:58,302,518,70,101,354,1578,402,66,495
2072:1102,1119,496,354,6,70,518,654,1023,302
2074:1410,4671,7926,311,1164,19378,17,76,5975,497
2075:61,94,32,508,245,787,302,356,861,101
2076:
2077:94,402,508,1102,17,656,891,29,1382,194
2080:861,58,289,29,101,402,1804,17,2469,654
2085:1023,15,94,654,138,1109,2200,3162,3730,521
2097:58,508,999,94,1086,301,354,496,554,138
2112:5480,546,17,654,1124,2153,3864,76,94,245
2115:564,356,999,3233,322,354,496,17,201,15
2116:17,1050,1187,999,236,5117,496,62,564,224
2123:1102,496,29,48,17,873,899,495,518,654
2135:17,1382,616,15,86,94,873,8,3017,4497
2141:81,698,564,138,2204,986,17,70,76,226
2147:17030,6059,12673,17,4203,12462,236,109031,728,35619
2154:8860,2103,72,9783,7994,1740,2632,11859,3709,7180
2160:861,554,73,268,1804,285,483,394,7841,17
2162:719,5480,661,760,1147,3211,14226,574,801,1081
2170:302,58,101,289,690,94,29,1405,1804,1200
2177:459,4009,17,46328,14431,224,29,162,302,22279
2184:58,554,289,2618,66,1476,5542,483,1578,1832
2185:654,542,564,17,364,394,616,302,76,2430
2187:
2211:1023,508,5111,1126,17,179,27070,14793,7006,7160
2223:17,5812,65,76,245,70,81,518,6916,564
2243:15,94,1023,119,1126,402,508,1744,559,931
2244:58,302,616,101,356,364,902,29,211,289
2247:302,3249,29,1023,616,495,58,61,15,32
2250:49715,4103,47112,71709,6191,2194,353,23527,1064,3205
2253:986,226,70,508,3407,1535,4048,5767,17,84
2260:
2261:15,94,58,1023,302,101,999,2200,554,356
2262:
2290:32,554,15,103,430,962,94,486,495,690
2291:17,32,616,554,29,101,1578,1424,449,530
2293:58,101,999,554,563,84,17,138,1804,6527
2301:7611,17,429,4032,30679,65,84,182,302,2668
2302:16229,39395,245,15642,33882,774,353,1524,8,17
2304:760,1124,9874,5480,3709,7180,661,984,1326,2153
2318:245,654,94,114,554,1804,101,289,356,430
2325:61,999,245,8,563,542,654,787,875,76
2335:17,245,94,289,508,554,596,1578,1804,138
2343:17,302,1023,32,84,2140,116,73935,55516,224
2346:17,70,654,58,138,650,76,289,356,8
2347:2186,86025,99856,52756,96431,90140,55325,73249,7728,94795
2348:17,302,32,70,194,999,1405,495,4025,58
2362:
2363:101,289,554,1804,17,302,616,97,94,542
2364:554,101,1804,302,616,650,530,508,15,73
2369:17,4941,13388,14964,616,24211,58,518,542,736
2373:17,999,84,101,616,58,61,302,354,508
2381:17,302,29,2618,58,394,495,616,654,103
2382:518,65,17,103,131,245,654,1382,8,15
2384:4420,1119,17,496,6945,7506,812,15242,354,518
2385:302,29,17,58,616,1476,15,508,542,564
2392:
2393:15,508,94,736,302,29,131,84,1382,301
2394:32,94,402,508,301,138,542,1109,245,616
2395:17,616,32,289,101,1140,483,194,2172,301
2399:94,138,1790,17,7585,1382,226,1023,176,301
2405:58,518,302,356,101,301,483,194,490,690
2407:17,866,58,76,546,654,84,301,518,542
2408:58,654,8,302,76,650,3,15,472,486
2419:8,58,302,76,568,616,17224,44167,13874,17
2429:354,9482,657,17,9890,70,94,278,302,1382
2447:861,29,101,289,554,449,591,76,84,495
2452:12832,2282,24481,19376,35268,30791,22856,48061,27927,95533
2453:23740,29657,71417,13396,128,16642,2283,25812,13189,263
2454:1126,1023,1206,12990,245,508,1508,3864,542,787
2456:32,29,17,76,58,616,736,84,364,518
2461:402,554,101,289,162,1140,1804,2030,29,542
2464:654,495,58,1187,354,1119,616,3,8,301
2465:94,508,58,616,32,518,8,15,564,1476
2469:61,94,1126,496,508,354,1578,4268,54,138
2489:168,719,5480,76,574,760,801,984,1326,1400
2491:2319
2499:1097,13523,302,17,58,15250,654,616,9250,73474
2500:29,15,542,654,8,245,10071,58,61,103
2501:17,65,131,1405,5699,931,8,226,287,873
2505:616,58,554,1804,289,690,29,1424,495,17
2510:30139,40898,30152,17,3650,76,168,182,224,327
2515:302,616,564,650,8,17,58,29,787,61
2518:5097,3568,890,4880,4743,1164,10254,17,8218,40
2520:616,1511,58,94,302,654,1126,101,354,999
2521:518,301,2166,449,8,302,616,542,654,58
2524:302,17,616,654,58,1476,8,495,2185,486
2536:15,302,32,356,402,554,1578,1140,483,194
2541:58,302,94,101,554,861,29,596,1804,490
2547:302,17,58,650,8,15,62,616,654,787
2553:18939,9134,35177,25366,5125,19603,3509,76,8299,8895
2558:5557,1528,901,2153,3601,3211,72,3789,7180,661
2560:787,29,999,301,1578,692,2166,15,616,58
2563:15,58,654,861,508,101,289,103,94,194
2573:616,861,29,690,1140,194,58,1624,62,76
2591:45,1393,5575,302,616,58,861,1231,654,17
2596:493,578,147,9906,2535,6868,7477,1811,10121,18851
2597:17,564,780,70,138,262,650,8,58,226
2601:311,14259,8759,17486,11855,8,17,1547,1589,10883
2604:12332,367,17,61,616,8167,787,564,654,508
2611:508,1382,131,245,518,8,931,239,542,58
2612:654,58,103,861,554,508,690,268,289,486
2615:861,554,29,289,1804,94,101,1023,1424,1476
2625:774,1827,245,17,616,2403,2714,3506,65,1023
2626:302,101,554,84,289,1023,1578,194,1804,66
2634:58,554,101,1804,17,616,15,32,518,2429
2636:1511,654,616,29,58,239,542,787,861,15
2639:17,94,508,1023,1449,3233,84,518,1551,165
2650:14600,23102,4194,10451,25716,74367,17,5122,8,13
2661:302,29,616,84,101,518,654,8,17,58
2663:17,931,2583,84,7048,8,245,364,363,654
2666:17,302,1196,29,616,58,66,495,8,268
2676:302,654,12821,17,616,58,354,15,495,1476
2689:1511,94,162,194,15,1200,1509,616,245,4005
2693:790,99521,44435,7927,24141,36085,8,118863,84,10408
2708:94,58,101,302,999,3233,29,1140,356,554
2709:131,402,1126,1403,3233,4268,119,496,245,674
2713:999,542,364,563,15,17,61,245,1951,8
2715:9874,1400,2153,984,1147,7711,72,752,760,9783
2716:16542,81,500,986,8,4238,226,542,21085,616
2727:29,495,901,616,1023,15,94,239,1558,7210
2730:616,58,5117,1405,2200,508,656,1023,1535,101
2731:29,554,45,101,449,495,1476,73,530,1196
2734:564,76,17,518,1069,616,736,4017,947,10295
2735:12990,378,1527,3107,24581,1712,11725,20806,4966,7831
2737:17,654,84,301,15,302,616,1102,1405,8
2745:402,559,61,245,7910,15,546,2115,2200,65
2746:27209,4158,24118,16151,32863,25368,13137,40142,5595,22338
2748:5287,76,327,564,103,245,508,518,1003,1262
2756:114,616,86,302,564,654,8,902,1196,5514
2760:15,29,289,554,101,861,162,546,103,194
2776:
2799:13,70,3618,8,17,76,4513,508,710,902
2802:654,8,58,302,616,3,76,84,239,861
2803:2595,33572,11718,88529,94755,19829,97817,2074,347,14237
2804:508,17,616,650,1508,58,787,15,32,61
2805:15,17,2121,81,124,496,518,542,616,656
2812:61,94,508,554,354,101,289,356,861,999
2815:719,168,661,10752,463,984,1400,135,8860,1326
2827:17390,8964,7059,94,58,2428,17,8,76,616
2831:84,138,29,1762,449,654,495,58,94,101
2846:32,101,554,4181,3313,616,2172,1804,61,944
2848:32,554,289,1535,1804,194,29,901,859,1023
2853:18850,34823,86461,262,3081,89994,68624,29458,2326,27420
2854:496,1119,245,518,812,84,654,32,354,472
2857:4797,353,17,94,245,650,1951,2944,84,162
2858:17,101,289,554,999,29,1804,530,1424,162
2861:10981,10180,34070,26639,6192,535,5975,61,131,245
2871:378,189,4755,1458,3864,5450,5827,6266,3107,1527
2907:302,495,8,654,1109,15,58,616,61,84
2912:226,3789,1435,8011,17,76,238,7793,698,70
2914:690,510,32,61,17,542,1102,58,66,302
2924:574,168,226,23285,17,76,661,901,1400,5480
2925:15337,245,2338,2715,8,17,61,226,1023,1405
2947:2741,66050,18970,46125,66993,24301,68618,17807,74456,101699
2951:6,17,62,30839,224,51550,12712,483,616,654
2959:302,17,616,542,564,654,15,861,58,76
2960:354,496,1187,5117,17,402,518,8,472,542
2963:17,58,364,616,1960,8,564,787,1511,61
2965:29174,135,564,5557,650,698,29475,984,3789,18240
2967:2200,402,245,15,2831,8,61,65,353,564
2970:616,17,490,5575,302,1231,2172,4181,7841,1196
2977:17,302,654,58,84,518,616,76,8,45
2981:94,101,554,289,861,29,495,1535,1578,1804
2989:2024,17,32,616,48,496,542,1187,58,61
2990:22420,29000,13581,16717,21482,2052,8455,70277,60650,58745
3002:
3004:168,760,3211,72,2153,3601,3709,14226,1147,9783
3011:84226,109829,120408,112786,85653,60955,115356,52257,55993,120511
3013:7006,873,1023,364,1126,2583,571,15,17,834
3037:
3038:247,327,76,50306,873,6503,402,496,656,37869
3044:58,554,289,354,101,616,302,8,239,518
3070:4146,10692,2528,8783,2354,26529,4093,12388,12093,6117
3081:17,58,518,302,1535,3855,238,616,61,62
3100:101,554,73,1804,302,4174,616,84,530,3730
3102:574,2153,1400,14754,760,984,5480,7180,168,7711
3105:508,861,654,17,15,58,518,4904,61,32
3107:1023,301,94,834,70,901,1126,1200,7006,7585
3110:58,554,17,101,571,2583,1109,15,245,61
3111:58,101,289,1804,2469,302,616,654,1196,1511
3113:17,15,13832,8,542,76,302,363,518,616
3121:101,554,861,449,1804,999,15,564,8,495
3125:17,449,654,58,302,356,616,1535,94,542
3126:
3129:302,518,94,289,29,554,1023,1140,1578,1804
3139:17,302,361,58,654,76,650,236,239,518
3144:5480,17,564,76,302,760,1124,1164,2153,463
3152:787,633,1023,1126,17,616,15,542,61,486
3166:
3167:226,1790,1544,4967,1023,58,76,508,564,17
3169:518,1023,1405,654,402,1126,1511,289,58,131
3170:17,94,302,1382,58,616,84,103,1535,654
3172:17,238,58,616,542,62,518,650,654,3101
3176:780,1549,2030,692,495,616,2831,4025,787,58
3183:654,29,692,15,76,58,70,564,616,2024
3184:10175,1002,17,131,245,94,219,8483,354,2100
3193:58,554,289,354,1023,194,483,1804,2172,61
3195:17,518,15,654,8,245,301,616,1119,1126
3220:554,289,101,45,84,495,616,1476,239,650
3229:32,17,97,302,616,542,654,15,285,58
3234:1102,518,302,354,1762,58,1039,94,114,654
3237:41101,110318,54099,22678,102041,58923,9915,28760,77678,113362
3238:6793,889,17,8,518,542,1190,1382,1405,1987
3239:29,17,1476,2868,239,616,58,354,76,650
3246:603,533,4671,16968,13971,1931,51099,2543,11590,13341
3258:17,58,32,508,861,402,554,94,1140,29
3263:58,554,101,289,1804,15,530,1196,3223,32
3264:
3277:168,719,76,6387,574,10267,463,1400,9874,10292
3279:508,94,17,58,564,650,654,1382,8,32
3295:1730,5812,76,564,17,8,226,1410,301,616
3305:17,22801,76,2139,245,224,302,363,500,564
3306:1651,9557,6901,31739,57791,8927,25351,7202,27747,38583
3308:6793,2200,388,14892,32,17,45,62,554,616
3309:302,554,1535,1804,289,690,84,94,301,194
3319:
3320:7160,3196,2548,24752,10541,14793,197,6754,5111,3370
3328:616,29,486,508,1023,138,449,58,61,564
3329:17,238,76,81,302,422,429,521,698,861
3335:61,66,690,1549,381,692,542,616,58,358
3346:103,245,3476,15,518,17,61,891,9691,363
3352:17,58,542,8,15,654,101,616,238,518
3353:32,17,1023,58,302,1126,654,289,616,2583
3360:94,86,356,616,1382,8,3163,58,84,902
3374:616,17,94,518,542,302,2233,15,32,58
3376:17,654,780,66,364,616,690,61,1535,58
3383:70,138,17,302,654,521,616,58,289,542
3386:776,12253,14750,8197,8861,10682,8442,1912,6766,4203
3411:787,17,354,564,901,616,654,1023,58,542
3412:129,2051,72467,107299,71593,76480,78657,68683,88275,56533
3413:94,1382,5117,15,61,518,774,1508,3618,103
3416:4755,1352,2880,189,10041,1923,12990,3172,6266,3107
3419:554,1140,101,289,194,530,29,162,394,495
3421:17,861,84,45,76,94,101,289,554,449
3423:17,81,94,245,364,1405,61,76,302,780
3426:58,101,289,4181,17,483,1231,5575,616,73
3428:58,32,101,302,289,1804,554,542,493,999
3429:302,861,554,1140,101,289,546,162,654,194
3431:3225,88768,80576,47290,1730,34500,683,76,2139
3432:302,616,654,17,542,8,15,58,564,289
3450:94,1382,17,76,542,8,15,302,616,899
3453:9874,168,661,5480,719,8733,574,1326,1400,135
3475:633,17,3142,61,4268,2030,32,245,483,1987
3478:15,289,554,101,508,1804,2618,449,1624,510
3479:61,17,650,354,62,224,302,616,518,542
3480:289,45,101,654,17,302,554,542,530,1578
3490:17,554,289,999,495,508,1424,356,690,1804
3500:32,58,8,322,554,289,1140,29,354,162
3514:32,354,1804,1550,616,962,302,8,15,84
3529:
3546:861,302,15,17,58,518,8,542,564,654
3547:101,289,554,1804,616,61,302,15,518,239
3551:168,1124,719,3307,1528,5738,40,76,81,219
3557:135,168,984,719,3709,5480,6755,661,1400,574
3572:29630,31775,60680,3360,19012,54245,81034,76,1069,238
3579:17,29,616,1476,58,495,8,901,239,1567
